id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
117388,117756,223807,9040,,,,23.880702,-8.996756,189.0359,61.73,-23.61,-18,5.76,-0.623,K0III,1.171,186.619015,-5.830388,-29.561133,-0.00001979,0.00005721,-0.00001849,6.25195323566049,-0.157023012564454,0.000000299275485,-0.000000114464509,,,Aqr,1,117388,,154.596621938667,,,
1189,1191,1064,51,,,,0.248476,-9.569571,103.8422,22.64,-8.45,17,5.77,0.688,B9V,-0.084,102.180753,6.656346,-17.26328,0.00001566,0.00001244,-0.00000708,0.0650509314159012,-0.167020522459115,0.0000001097618173,-0.000000040966756,,,Cet,1,1189,,46.2168136092245,,,
2000,2006,2114,97,,44    Psc,,0.423391,1.939692,144.0922,-14.33,-12.89,-4,5.77,-0.023,G5III,0.855,143.125834,15.92987,4.877167,-0.00000265,-0.00001037,-0.00000914,0.110843558104246,0.0338540181907738,-0.0000000694738004,-0.000000062492483,,44,Psc,1,2000,,88.9610704409229,,,
5350,5361,6676,326,,,,1.142627,58.263449,184.8429,17.15,-12.39,-4,5.77,-0.564,B8V,-0.019,92.912041,28.653509,157.204368,0.00000244,0.00001683,-0.00000932,0.299139084523529,1.01688902140137,0.0000000831455462,-0.000000060068415,,,Cas,1,5350,,146.419864293528,,,
20539,20591,27786,1379,,56    Per,,4.410404,33.959686,40.6174,54.69,-83.07,-32,5.77,2.726,F4V,0.4,13.618689,30.813728,22.689103,-0.00001713,-0.00001212,-0.00003185,1.15464118101527,0.592708342071165,0.0000002651446019,-0.000000402734724,,56,Per,1,20539,,7.07294042404576,,,
22283,22336,30562,1536,,,,4.810107,-5.674045,26.4201,312.68,-249.28,79,5.77,3.66,F8V,0.631,8.058285,25.025977,-2.612198,-0.00001444,0.0000858,-0.00003976,1.25928303325989,-0.0990307607559925,0.0000015159154164,-0.000001208543542,,,Eri,1,22283,,2.99226463660819,,,
25519,25583,35802,1816,,117    Tau,,5.467114,17.23913,187.9699,16.53,-46.15,-23,5.77,-0.6,M1III,1.634,24.964281,177.781176,55.70677,-0.00001631,-0.00000781,-0.00004714,1.43128708022239,0.300879571261761,0.0000000801397014,-0.000000223741513,,117,Tau,1,25519,,151.356124843621,,,
25687,25751,36166,1833,,,,5.498548,1.78926,438.5965,1.64,-0.34,12,5.77,-2.44,B2V,-0.192,57.385609,434.610558,13.69448,-0.00000185,0.00001264,-0.00000034,1.43951658557076,0.0312284815767975,0.0000000079509444,-0.000000001648366,,,Ori,1,25687,,824.138115013002,,,
32723,32809,49980,2535,,,,6.83938,-17.084555,363.6364,-6.8,1.27,23,5.77,-2.033,K3III,1.435,-75.769401,339.23134,-106.83013,0.00000665,0.0000252,-0.00000477,1.79054557753586,-0.298181733125086,-0.0000000329673303,0.000000006157133,,,CMa,1,32723,,566.500111919533,,,
34794,34888,55589,2723,,,,7.218665,-11.251341,202.4291,-2.75,8.04,9,5.77,-0.761,K0,1.508,-62.273747,188.519417,-39.496621,-0.00000075,0.00001088,0.00000594,1.88984206034171,-0.196372945933584,-0.0000000133323762,0.000000038979019,,,CMa,1,34794,,175.549662962123,,,
35843,35941,57927,2816,,59    Gem,,7.409292,27.637857,57.4053,14.32,15.45,-5,5.77,1.975,F0:III:,0.368,-18.340308,47.432903,26.629234,-0.00000136,-0.00000752,0.00000144,1.93974819347154,0.482371594407489,0.0000000694253191,0.000000074903713,,59,Gem,1,35843,,14.1253754462275,,,
37263,37369,61294,2935,,,,7.67075,38.344539,359.7122,-40.19,-11.53,46,5.77,-2.01,M0III,1.654,-119.50243,255.560531,223.161706,0.00004257,0.00007441,0.00001342,2.00819756909209,0.669238448883601,-0.0000001948466182,-0.000000055899017,,,Lyn,1,37263,,554.62571295791,,,
38884,38994,66194,3147,,,,7.98071,-60.824462,322.5806,-4.54,10.73,11,5.77,-1.773,B2IVnpe,-0.082,-77.938137,136.581211,-281.654978,-0.00000381,0.00002101,-0.00000164,2.08934486240777,-1.06158713082056,-0.0000000220105411,0.000000052020507,,,Car,1,38884,,445.861527948071,V374,5.808,5.698
40042,40155,68808,3232,,,,8.199991,-46.644351,751.8797,-3.65,7.61,26,5.77,-3.611,F7p,0.626,-281.133104,432.909216,-546.696645,-0.00000977,0.00003947,-0.00000029,2.14675273016263,-0.814097508174691,-0.0000000176956993,0.000000036894321,,,Vel,1,40042,,2423.25992409255,AH,5.856,5.516
40229,40344,69123,3242,,,,8.237017,-35.490019,68.8705,-46.16,21.91,27,5.77,1.58,K1III,1.024,-30.99532,46.730877,-39.983675,-0.00000193,0.00003079,-0.00001008,2.15644609183754,-0.619417680551576,-0.0000002237899949,0.000000106222677,,,Pup,1,40229,,20.3235701093622,,,
46093,46225,81830,3752,,,,9.424253,-61.950476,77.3994,-115.54,55.95,12,5.77,1.326,A4V+...,0.137,-28.429679,22.724802,-68.308275,0.00000809,0.00004903,-0.00000096,2.46726362265489,-1.08123977853403,-0.0000005601537265,0.000000271253254,,,Car,1,46093,,25.6802945066735,,,
46880,47013,82189,3768,,22    UMa,,9.581508,72.205679,49.0918,72.02,-76.06,-38,5.77,2.315,F7V,0.53,-12.094424,8.876757,46.742909,-0.00001446,-0.00001065,-0.00004254,2.50843305617461,1.26022683944376,0.0000003491628127,-0.000000368749285,,22,UMa,1,46880,,10.327614057614,,,
49886,50027,88547,4004,,19    Sex,,10.213435,4.61468,127.551,-48.72,-4.37,32,5.77,0.242,K0III:,1.178,-113.48292,57.320571,10.26205,-0.00001573,0.00004169,-0.00000006,2.67387093623928,0.0805413566193762,-0.0000002362012252,-0.000000021186357,,19,Sex,1,49886,,69.694739635632,,,
52301,52452,92841,4193,,35    Sex,,10.722478,4.747669,169.4915,19.69,-32.96,-6,5.77,-0.376,K3III+...,1.168,-159.550516,55.445349,14.028412,-0.00000165,-0.00001655,-0.0000275,2.80713809627337,0.0828624637973462,0.0000000954598137,-0.000000159794589,,35,Sex,1,52301,,123.140241220622,,,
54651,54811,97576,4354,,,,11.220746,-44.372216,192.6782,-5.4,1.92,1,5.77,-0.654,K5/M0III,1.661,-134.872509,27.903288,-134.743108,-0.00000092,0.00000534,0.00000057,2.93758450392554,-0.774441266551308,-0.0000000261799387,0.000000009308422,,,Cen,1,54651,,159.074292375022,,,
55911,56078,99922,4428,,,,11.494061,-24.464011,136.612,-49.69,19.4,-2,5.77,0.093,A0V,0.067,-123.257977,16.42226,-56.573971,0.00000092,0.00003308,0.00001254,3.00913807409072,-0.426977542028778,-0.0000002409039179,0.000000094053854,,,Crt,1,55911,,79.9466002520316,,5.871,5.751
59425,59607,106231,4648,,,,12.223623,-38.929188,436.6812,-29.09,-11.69,-43,5.77,-2.431,B4III,-0.144,-339.122132,-19.876251,-274.392509,0.00004607,0.00006439,0.00000838,3.20013692096738,-0.679442500903791,-0.0000001410322997,-0.000000056674719,,,Cen,1,59425,,817.334817978071,,,
64486,64692,115271,5004,,19    CVn,,13.258882,40.855199,74.0741,-120.26,11.09,-18,5.77,1.422,A7V,0.198,-53.011616,-18.132501,48.455437,0.00000166,0.00004621,-0.00000903,3.47116716642684,0.713057744451074,-0.0000005830369322,0.000000053765837,,19,CVn,1,64486,,23.5071511593829,,,
67449,67663,120640,5206,,,,13.863117,-46.898666,487.8049,-15.69,-14.83,-5,5.77,-2.671,B2Vp,-0.153,-294.442858,-156.207115,-356.168945,0.00000832,0.00004641,-0.00002023,3.62935553541142,-0.818536141106345,-0.0000000760672665,-0.000000071897868,,,Cen,1,67449,,1019.5299775626,,,
68172,68390,122066,5257,,48    Hya,,14.000037,-25.010403,55.991,-194.14,-91.78,-17,5.77,2.029,F6V,0.48,-43.942463,-25.370709,-23.671968,-0.00000358,0.00005878,-0.00001523,3.6652010853488,-0.436513876417465,-0.0000009412172794,-0.000000444961996,,48,Hya,1,68172,,13.4400226308216,,,
73778,74006,133631,5617,,,,15.123874,-49.088612,103.5197,22.29,9.5,-12,5.77,0.695,G8III,0.92,-46.358053,-49.466802,-78.232171,0.00001119,-0.00000441,0.0000124,3.95942092856848,-0.856757907998634,0.0000001080649694,0.000000046057299,,,Lup,1,73778,,45.9198012836869,,,
76142,76376,139493,5818,,,,15.599182,54.630567,78.3085,-38.19,-0.57,-19,5.77,1.301,A2V,0.051,-26.651309,-36.665774,63.855487,-0.00000522,0.00001748,-0.00001597,4.08385631093448,0.953483258819926,-0.0000001851503446,-0.000000002763437,,,Dra,1,76142,,26.2784654083849,,,
81054,81300,149661,6171,Gl 631,12    Oph,,16.605958,-2.324584,9.7513,455.22,-307.63,-12.1,5.77,5.825,K2V,0.827,-3.477447,-9.101465,-0.395514,0.00002473,0.00000442,-0.00001403,4.34742964897732,-0.0405716380328438,0.0000022069688366,-0.000001491432325,,12,Oph,1,81054,,0.407380277804113,V2133,5.778,5.758
81392,81641,150378,6195,,37    Her,,16.677413,4.219789,90.009,-0.23,-10.7,-34,5.77,0.999,A1V,-0.004,-30.4639,-84.43726,6.623078,0.00001156,0.00003233,-0.00000721,4.36613651424312,0.0736492080931988,-0.0000000011150715,-0.000000051875063,,37,Her,1,81392,,34.7056354007988,,,
84879,85139,157617,6476,,,,17.399338,8.852571,221.7295,4.22,-6.91,16,5.77,-0.959,K1III,1.251,-34.310476,-216.385025,34.122529,0.00000177,-0.00001781,-0.00000482,4.55513598501745,0.154506502869531,0.0000000204591373,-0.000000033500625,,,Oph,1,84879,,210.668692573941,,,
87287,87558,162917,6670,,,,17.887274,6.101424,31.1236,-127.82,69.89,-33,5.77,3.305,F4IV-V,0.425,-0.913167,-30.933525,3.308058,-0.00001825,0.00003523,0.0000069,4.68287730072259,0.106489938817459,-0.0000006196888465,0.000000338836281,,,Oph,1,87287,,4.14954042634363,,,
90522,90804,170740,6946,,,,18.523804,-10.795836,330.033,1.67,-17.6,-15,5.77,-1.823,B2V,0.379,44.317677,-321.148123,-61.818433,-0.00000013,0.00002052,-0.00002479,4.8495204968434,-0.188422886613061,0.0000000080963885,-0.000000085327207,,,Sct,1,90522,,466.874334392019,,,
103850,104185,201078,8084,,,,21.108401,31.184657,518.1347,3.98,-4.78,-1,5.77,-2.802,F7.5Ib-IIv,0.554,322.20394,-304.416085,268.289072,0.00001075,0.0000036,-0.0000108,5.52616648283637,0.544274936226686,0.0000000192955845,-0.000000023174093,,,Cyg,1,103850,,1150.27054779012,DT,5.904,5.624
106051,106393,205314,8246,,,,21.549052,49.977629,151.0574,15.81,11.86,-33,5.77,-0.126,A0V,-0.042,77.821638,-58.142221,115.678536,-0.00001579,0.00002625,-0.00002026,5.64152859367913,0.872274185115393,0.0000000766490429,0.000000057498902,,,Cyg,1,106051,,97.8137704322986,,,
106554,106897,206043,8276,,,,21.650329,20.265451,39.7456,122.57,-1.14,-13,5.77,2.774,F2V,0.314,30.450469,-21.516317,13.766645,0.0000035,0.00002644,-0.00000481,5.66804285056612,0.353698839639844,0.0000005942361283,-0.000000005526875,,,Peg,1,106554,,6.76705957674191,NZ,5.801,5.741
114413,114775,219263,8835,,,,23.249611,-41.105397,76.5697,110.13,-111.8,26,5.77,1.35,K2III,1.16,56.585823,-11.261524,-50.340614,0.00000087,0.00004151,-0.00004875,6.08673388084643,-0.717424516689823,0.0000005339253064,-0.000000542021694,,,Gru,1,114413,,25.1188643150958,,,
114916,115280,220117,8885,,12    And,,23.348123,38.182326,41.9639,129.56,-61.21,-9,5.77,2.656,F5V,0.468,32.506379,-5.60201,25.940605,0.00000493,0.00002589,-0.00001548,6.11252440609029,0.666407307398536,0.0000006281246045,-0.000000296754453,,12,And,1,114916,,7.5439708219799,,,
117124,117491,223438,9022,,21    Psc,,23.824299,1.076131,93.1099,-0.25,-26.32,5,5.77,0.925,A5m,0.167,92.995054,-4.280651,1.748692,0.00000533,-0.00000036,-0.00001178,6.2371868223947,0.0187820374741,-0.0000000012120342,-0.00000012760296,,21,Psc,1,117124,,37.1535229097173,,,
117261,117628,223637,9030,,80    Peg,,23.855902,9.313351,259.0674,-9.84,-65.52,-9,5.77,-1.297,M3III,1.661,255.470409,-9.642111,41.92584,0.00000376,-0.00001251,-0.00008269,6.24546064257542,0.162548633563174,-0.0000000477056662,-0.000000317649923,,80,Peg,1,117261,,287.607362886303,HH,5.81,5.75
343,343,225197,9101,,,,0.072165,-16.529036,90.6618,53.77,-60.27,-27,5.78,0.993,K0III,1.084,86.89952,1.641967,-25.793323,-0.00003445,0.00002299,-0.00001754,0.0188926559877653,-0.288486102725544,0.000000260684316,-0.000000292197205,,,Cet,1,343,,34.8979567437874,,,
1072,1074,1032,47,,,,0.222099,-84.993978,298.5075,10.97,17.4,4,5.78,-1.595,M0/M1III,1.71,26.003872,1.513836,-297.368888,0.00002447,0.00001733,-0.00000188,0.0581452733605316,-1.48342476487118,0.0000000531840608,0.00000008435758,,,Oct,1,1072,,378.442584717093,,,
2870,2876,3283,146,,,,0.607595,60.326215,100000,3.05,-1.1,-9,5.78,-14.22,A4III,0.294,48881.119216,7841.684763,86885.810971,0.00021877,0.00153255,-0.00027199,0.159068122384651,1.05289106833669,0.0000000147868173,-0.00000000533295,,,Cas,1,2870,,42461956.3946313,,,
8031,8046,10425,491,,44    Cas,,1.722151,60.551332,320.5128,13.57,-15.78,-33,5.78,-1.749,B8IIIn,-0.01,141.831666,68.662794,279.101173,-0.00000491,0.00002105,-0.00004144,0.450858206655644,1.05682011759352,0.0000000657892165,-0.000000076503598,,44,Cas,1,8031,,436.113971393065,,,
8417,8433,11007,523,GJ 3115,,,1.81155,32.69021,27.8552,-166.73,297.35,-26.5,5.78,3.555,F8V,0.572,20.855444,10.705904,15.044369,-0.0000293,-0.00004035,0.00001916,0.474262788113816,0.570551792942941,-0.0000008083298496,0.000001441593479,,,Tri,1,8417,,3.29609712177458,,,
8760,8778,11522,547,,,,1.881142,-16.92925,94.162,41.36,-51.94,-4,5.78,0.911,F0V,0.26,79.376366,42.591806,-27.41908,-0.00001846,0.00001152,-0.00002149,0.49248186254071,-0.295471147356969,0.0000002005189383,-0.000000251812225,,,Cet,1,8760,,37.6357001693673,BK,5.804,5.764
12154,12186,16417,772,Gl 105.1,Lam2For,,2.616281,-34.577977,25.7798,-18.27,-259.92,10.3,5.78,3.724,G1V,0.653,16.438611,13.428135,-14.630792,-0.00000612,-0.00000794,-0.00003272,0.68494066096473,-0.603499545117533,-0.0000000885754594,-0.000001260127718,Lam-2,,For,1,12154,,2.82097995366343,,,
12770,12803,17036,809,,37Omi Ari,,2.742493,15.311862,182.1494,4.29,-15.63,-7,5.78,-0.522,B9Vn,-0.024,132.313289,115.576381,48.100673,-0.00000495,0.00000071,-0.0000152,0.717982904986935,0.267242397956693,0.0000000207985069,-0.000000075776378,Omi,37,Ari,1,12770,,140.863994636126,,,
14857,14893,19832,954,,56    Ari,,3.203957,27.256968,154.0832,11.77,-18.34,11,5.78,-0.159,B9p Si,-0.106,91.548064,101.886502,70.567382,0.00000434,0.00001798,-0.00000703,0.838793997297489,0.475723840995246,0.0000000570625702,-0.000000088914829,,56,Ari,1,14857,,100.832375776155,SX,5.811,5.771
15837,15876,20995,1019,,,,3.408249,33.535962,133.5113,31.87,-22.99,2,5.78,0.152,A0V,-0.001,69.84816,86.637252,73.759698,-0.00000983,0.00002067,-0.00001127,0.89227759596355,0.585312950736681,0.00000015451012,-0.000000111458665,,,Per,1,15837,,75.7181509714706,,,
18038,18081,24131,1191,,,,3.864922,34.359119,258.3979,4.28,-4.22,18,5.78,-1.281,B1V,-0.036,113.120664,180.847049,145.834215,0.0000051,0.00001826,0.00000603,1.01183418656272,0.599679751982551,0.0000000207500255,-0.000000020459137,,,Per,1,18038,,283.40010055091,,,
20248,20297,29116,1456,,Nu  Men,,4.349455,-81.57992,52.0562,9.07,126.08,14,5.78,2.198,F0/F2III,0.359,3.192246,6.921957,-51.495214,0.00001198,0.00003144,-0.00000951,1.13868456776026,-1.42383821153548,0.0000000439726008,0.000000611253088,Nu,,Men,1,20248,,11.5027054779011,,,
21096,21148,28446,1417,,1    Cam,,4.533845,53.91083,100000,-3.19,-5.99,-7,5.78,-14.22,B0III SB,0.119,22058.6551,54618.125279,80810.123832,0.00231106,0.00159278,-0.00171624,1.18695777867638,0.940921485897034,-0.0000000154655564,-0.000000029040339,,1,Cam,1,21096,,42461956.3946313,DL,5.806,5.766
21535,21588,29375,1472,,89    Tau,,4.635956,16.033291,49.8256,113.05,-40.4,38,5.78,2.293,F0V,0.312,16.739841,44.86666,13.761717,-0.00001158,0.00004707,0.00000136,1.21369048971633,0.279833711183648,0.0000005480818659,-0.000000195864726,,89,Tau,1,21535,,10.5390144506916,,,
21971,22024,30076,1508,,56    Eri,,4.734811,-8.503571,100000,4.44,1.51,15,5.78,-14.22,B2Ve,-0.076,32162.722283,93524.867631,-14787.104406,-0.00199526,0.00081667,0.00072169,1.23957069235011,-0.148415303943998,0.0000000215257274,0.000000007320686,,56,Eri,1,21971,,42461956.3946313,DX,5.844,5.744
24980,25041,34989,1763,,,,5.3621,8.428556,436.6812,-2.2,-2.97,26,5.78,-2.421,B1V...,-0.114,71.804087,425.955332,64.007045,0.00000912,0.00002607,-0.00000232,1.40379451467337,0.147106056009048,-0.000000010665901,-0.000000014398966,,,Ori,1,24980,,809.841447325789,,,
25334,25397,35736,1812,,,,5.433285,-19.695399,45.0248,3.43,-19.06,6,5.78,2.513,F5V,0.441,6.266291,41.925086,-15.17426,-0.00000009,0.00000444,-0.00000598,1.42243061250471,-0.343749564548011,0.0000000166291092,-0.000000092405487,,,Lep,1,25334,,8.60597341192822,,,
27212,27280,38527,1987,,,,5.781149,9.522343,91.3242,-33.29,-64.54,-26,5.78,0.977,G8III,0.888,5.157504,89.917839,15.107925,0.00001348,-0.00002231,-0.00003258,1.51350116579835,0.166196233135946,-0.0000001613944743,-0.000000312898749,,,Ori,1,27212,,35.4160400426462,,,
29315,29388,42126,2175,,41    Aur,,6.193496,48.710989,102.459,14.3,-55.85,29,5.78,0.727,A3V+...,0.1,-3.423416,67.521788,76.986935,-0.00000914,0.00004,0.00000398,1.62145355262312,0.85016713777615,0.0000000693283563,-0.00000027076844,,41,Aur,1,29315,,44.586152794807,,,
29378,29451,42471,2189,,,,6.20559,32.69338,285.7143,-8.69,-4.02,-51,5.78,-1.5,M1III,1.646,-12.935525,240.100913,154.326356,0.00001422,-0.00004018,-0.00003286,1.6246197263598,0.570607117466796,-0.0000000421303088,-0.000000019489509,,,Aur,1,29378,,346.736850452532,,,
30390,30463,45557,2345,,,,6.40385,-60.281325,93.0233,-30.78,29.99,10,5.78,0.937,A0V,-0.001,-4.866559,45.858077,-80.788021,0.00001203,0.00001819,-0.00000218,1.67652410727555,-1.05210759878831,-0.0000001492256509,0.000000145395622,,,Pic,1,30390,,36.745147919994,,,
31367,31446,46769,2409,,,,6.58773,0.890216,467.2897,-3.36,-2.33,10,5.78,-2.568,B8Ib,0.004,-71.608606,461.71338,7.260085,0.00000594,0.00001135,-0.00000512,1.72466364046478,0.0155372061586175,-0.0000000162897397,-0.000000011296158,,,Mon,1,31367,,927.256742580594,,,
32765,32851,49933,2530,,,,6.847176,-0.540882,29.6824,22.12,-187.07,-15,5.78,3.418,F2V,0.396,-6.5291,28.953916,-0.280201,0.00000033,-0.00001591,-0.00002677,1.79258635535688,-0.00944017073333,0.0000001072407861,-0.000000906940952,,,Mon,1,32765,,3.73938343643152,,,
33826,33914,52556,2632,,,,7.038193,15.336008,183.1502,4.79,-25.03,-14,5.78,-0.534,K1III:,1.14,-47.418361,170.144277,48.439382,-0.00000197,-0.00000878,-0.00002522,1.84259449719753,0.26766383419744,0.0000000232225753,-0.000000121348864,,,Gem,1,33826,,142.429516497329,,,
34127,34215,53510,2663,,,,7.094174,9.1858,303.9514,41.94,-14.99,46,5.78,-1.634,M0III,1.513,-84.780987,287.827243,48.521816,-0.0000734,0.00003047,-0.00001429,1.857250338145,0.160322460106263,0.0000002033308576,-0.00000007267357,,,Mon,1,34127,,392.283462539521,,,
35027,35120,56031,2747,,,,7.260953,7.977742,166.3894,23.64,2.2,-9,5.78,-0.326,M4III,1.537,-53.413677,155.881693,23.092908,-0.000015,-0.00001504,0.00000048,1.9009129848371,0.139237871326625,0.0000001146099541,0.0000000106659,,,CMi,1,35027,,117.598017406585,,,
36259,36362,59550,2873,,,,7.484699,-31.456216,327.8689,-10.44,5.47,8,5.78,-1.799,B2IV,-0.185,-105.99487,258.822011,-171.097389,0.00001099,0.00001695,0.00000315,1.9594895241227,-0.549014541956055,-0.0000000506145482,0.000000026519308,,,Pup,1,36259,,456.667389649531,,,
36742,36848,60666,2916,,,,7.576333,-27.012275,99.2063,-46.86,71.46,-6,5.78,0.797,K1III,1.045,-35.447923,80.963782,-45.05763,0.00001658,0.00001833,0.0000334,1.98347929314271,-0.47145313558126,-0.0000002271836907,0.000000346447856,,,Pup,1,36742,,41.8022828954033,,,
37117,37223,61641,2954,,,,7.645528,-36.49683,305.8104,-6.84,4.84,19,5.78,-1.647,B3III,-0.148,-102.660991,223.376448,-181.889494,0.00000091,0.00002231,-0.00000579,2.00159450783901,-0.636989846681408,-0.0000000331612558,0.000000023464982,,,Pup,1,37117,,397.008678112184,,,
38052,38160,64185,3070,,,,7.820257,-60.283688,34.5901,-37.41,140.08,20,5.78,3.085,F1V,0.428,-7.865283,15.236255,-30.041327,-0.00000843,0.00003001,-0.00000612,2.04733842102302,-1.05214884763872,-0.0000001813687979,0.000000679127003,,,Car,1,38052,,5.08159442560561,,,
38102,38210,64484,3081,,,,7.828054,-66.195974,150.8296,-1.81,-0.58,11,5.78,-0.112,B9V,-0.04,-28.034889,54.03675,-137.998814,-0.00000074,0.0000043,-0.00001046,2.04937977821763,-1.15533770360429,-0.0000000087751276,-0.000000002811919,,,Vol,1,38102,,96.560609854155,,,
39110,39221,65301,3106,,,,8.022434,59.047398,46.1255,25.3,32.64,-40,5.78,2.46,F2:V:,0.421,-11.982226,20.475112,39.556602,0.00000891,-0.00002642,-0.00003133,2.10026829325629,1.03057150262787,0.0000001226578612,0.000000158243185,,,Lyn,1,39110,,9.03649473722301,,,
43546,43669,76538,3560,,,,8.896851,-60.353909,440.5286,-10.05,9.22,2,5.78,-2.44,B5III,-0.088,-149.8645,158.185354,-382.862232,0.00000312,0.00002792,0.00000796,2.32919010266697,-1.05337442387657,-0.0000000487237749,0.000000044699821,,,Car,1,43546,,824.138115013002,,,
44992,45122,79275,3658,,,,9.192607,-46.583911,304.878,-7.17,7.65,7,5.78,-1.641,B2IV-V,-0.218,-155.446956,140.510852,-221.457846,-0.00000264,0.00001667,0.00000257,2.40661885284002,-0.813042621477848,-0.0000000347611409,0.000000037088246,,,Vel,1,44992,,394.820778037883,,,
49936,50078,88842,4020,,,,10.224448,-51.755788,104.712,-53.27,6.95,18,5.78,0.68,A3IV/V,0.136,-57.940702,29.056748,-82.238781,-0.00000054,0.00003052,-0.00001227,2.67675424422283,-0.903308905172688,-0.0000002582602476,0.00000003369455,,,Vel,1,49936,,46.5586093522959,,,
58777,58952,104985,4609,,,Tonatiuh,12.087451,76.905734,97.0874,147.22,-92.36,-20,5.78,0.844,G9III,1.029,-21.989708,-0.504005,94.562822,-0.00003611,-0.00007013,-0.00002977,3.16448734024863,1.34225826397824,0.0000007137427005,-0.000000447773915,,,Cam,1,58777,,40.0313282178023,,,
60780,60969,108732,4754,,,,12.498388,-56.52494,156.0062,5.79,11.99,42,5.78,-0.186,M1III,1.572,-85.317731,-11.195686,-130.129141,-0.00003042,-0.00000841,-0.00003083,3.27207037461873,-0.98654631536985,0.0000000280707121,0.00000005812916,,,Cru,1,60780,,103.371305235058,,,
61305,61498,109573,4796,,,,12.600289,-39.869505,72.7802,-55.92,-24,6,5.78,1.47,A0V,0.003,-55.170938,-8.74246,-46.655143,-0.00000238,0.0000196,-0.00001043,3.29874801780666,-0.695854135108726,-0.0000002711078102,-0.000000116355283,,,Cen,1,61305,,22.4905460583578,,,
64128,64332,114435,4970,,,,13.185805,-42.232891,84.8896,-76.67,-26.1,-11,5.78,1.136,F7IV,0.521,-59.849297,-19.200532,-57.058117,0.00000517,0.00003479,-0.00000039,3.45203554856682,-0.737103004193238,-0.0000003717066489,-0.00000012653637,,,Cen,1,64128,,30.5914455948641,,,
71982,72208,130144,5512,,,,14.768319,15.131788,247.5248,-85.07,19.27,-22,5.78,-1.188,M5III,1.335,-178.888815,-158.405401,64.613851,-0.00004689,0.00009482,0.00001645,3.86633681222877,0.264099519456465,-0.000000412430998,0.000000093423596,,,Boo,1,71982,,260.135725665313,EK,5.892,5.512
72707,72934,131530,5554,,13Xi 1Lib,,14.906354,-11.898348,103.3058,-55.68,-7.09,-24,5.78,0.709,G7III,0.982,-73.209393,-69.70492,-21.299129,-0.0000013,0.00003726,0.00000159,3.90247428098775,-0.207665341766279,-0.0000002699442573,-0.000000034373289,Xi-1,13,Lib,1,72707,,45.3314906146412,,,
77326,77562,141168,5869,,,,15.835304,-53.20977,94.518,-27.6,-39.07,16,5.78,0.902,B8V,-0.076,-30.389618,-47.756417,-75.693297,-0.00000823,0.00001062,-0.00002383,4.14567290317496,-0.92868568439616,-0.0000001338085758,-0.000000189416704,,,Nor,1,77326,,37.9489706207635,,,
77754,77990,142049,5900,,,,15.925665,-60.177647,51.2558,-47.33,-71.19,0,5.78,2.231,Amvar,0.355,-13.17228,-21.822894,-44.468071,-0.00000214,0.00001922,-0.0000088,4.16932930520474,-1.05029807796502,-0.000000229462315,-0.000000345138859,,,Nor,1,77754,,11.1583505228867,,,
77906,78142,142691,5929,,,,15.955924,-36.185344,242.7184,-9.83,-12.37,-5,5.78,-1.146,K0/K1III+..,1.095,-99.90148,-168.513486,-143.300729,-0.00000346,0.00001684,-0.00000873,4.17725115799963,-0.631553389750205,-0.0000000476571848,-0.000000059971452,,,Lup,1,77906,,250.264932573108,,,
79257,79497,145361,6019,,Zet Nor,,16.222984,-55.540947,66.7557,-100.49,-41.91,-46,5.78,1.658,F2III,0.365,-16.945103,-33.756976,-55.04179,-0.00001211,0.00004837,0.00003112,4.24716718409391,-0.969372400872364,-0.0000004871892676,-0.000000203185413,Zet,,Nor,1,79257,,18.9147236283301,,,
82523,82775,152408,6272,,,,16.916251,-41.150858,694.4444,-0.16,-1.36,-140,5.78,-3.428,O8Iab+...,0.132,-146.37759,-501.995612,-456.97406,0.00003051,0.00010655,0.00009077,4.42866426421261,-0.718217956692828,-7.757019E-10,-0.000000006593466,,,Sco,1,82523,,2047.38727634164,,,
85439,85699,166926,6811,,24    UMi,,17.513056,86.968047,46.8823,56.09,9.68,1,5.78,2.425,A2m,0.239,-0.315161,-2.459631,46.816683,0.00001292,0.0000005,0.00000114,4.58490739840494,1.51787876863718,0.0000002719319934,0.000000046929964,,24,UMi,1,85439,,9.33254300796991,,,
86285,86552,160263,6572,,,,17.687844,-46.92183,245.7002,10.77,-7.68,-12,5.78,-1.172,A0V,-0.004,-13.69869,-167.252011,-179.464888,0.00001401,0.00001397,0.00000272,4.63066669187629,-0.818940419794788,0.0000000522144334,-0.00000003723369,,,Ara,1,86285,,256.33033198659,,,
87122,87393,161814,6624,,,,17.859853,-60.164056,123.1527,-0.14,-15.69,17,5.78,0.328,K0III,1.008,-2.247542,-61.229555,-106.829374,-0.0000001,-0.00000052,-0.00001974,4.67569863806103,-1.05006087058858,-6.787392E-10,-0.000000076067266,,,Pav,1,87122,,64.3872682901461,,,
